"","Headline","Skills","Linkedin"
"1809","Data Scientist at Google","R",6
"1810","Data Scientist at Google","Microsoft Excel",8
"1811","Data Scientist at Google","PowerPoint",5
"1812","Data Scientist at Google","Microsoft Office",10
"1813","Data Scientist at Google","Git",2
"1814","Data Scientist at Google","HTML",2
"1815","Data Scientist at Google","CSS",2
"1816","Data Scientist at Google","Teaching",12
"1817","Data Scientist at Google","Management",3
"1818","Data Scientist at Google","Mindfulness",2
"1819","Data Scientist at Google","Qlik Sense",3
"1820","Data Scientist at Google","S-Plus",2
"1821","Data Scientist at Google","Heroku",2
"1822","Data Scientist at Google","Techno",4
"1823","Data Scientist at Google","Cyber Operations",2
"1824","Data Scientist at Google","Mind-body",2
"1825","Data Scientist at Google","Spiritual Warfare",2
"1826","Senior Data Scientist","Statistics",3
"1827","Senior Data Scientist","Big Data",5
"1828","Senior Data Scientist","Data Mining",3
"1829","Senior Data Scientist","Online Advertising",6
"1830","Senior Data Scientist","Online Marketing",2
"1833","Senior Data Scientist","Analytical Skills",1
"1835","Senior Data Scientist","R",2
"1845","Data Scientist at JPMorgan Chase & Co.","Data Science",9
"1846","Data Scientist at JPMorgan Chase & Co.","Data Analysis",8
"1847","Data Scientist at JPMorgan Chase & Co.","Machine Learning",7
"1848","Data Scientist at JPMorgan Chase & Co.","Statistical Modeling",6
"1849","Data Scientist at JPMorgan Chase & Co.","Statistical Data Analysis",4
"1850","Data Scientist at JPMorgan Chase & Co.","Object Oriented Design",2
"1851","Data Scientist at JPMorgan Chase & Co.","Analysis",3
"1852","Data Scientist at JPMorgan Chase & Co.","Research",2
"1853","Data Scientist at JPMorgan Chase & Co.","Numerical Analysis",2
"1854","Data Scientist at JPMorgan Chase & Co.","SQL",4
"1855","Data Scientist at JPMorgan Chase & Co.","C++",1
"1856","Data Scientist at JPMorgan Chase & Co.","Python",3
"1858","Data Scientist at JPMorgan Chase & Co.","Scientific Analysis",3
"1859","Data Scientist at JPMorgan Chase & Co.","Regression Analysis",2
"1860","Data Scientist at JPMorgan Chase & Co.","Clustering algorithms",2
"1861","Data Scientist at JPMorgan Chase & Co.","Classification algorithms",2
"1862","AI/Machine Learning Engineer at Google Cloud","Python",62
"1863","AI/Machine Learning Engineer at Google Cloud","R",48
"1864","AI/Machine Learning Engineer at Google Cloud","MySQL",36
"1865","AI/Machine Learning Engineer at Google Cloud","Machine Learning",31
"1866","AI/Machine Learning Engineer at Google Cloud","Statistics",27
"1867","AI/Machine Learning Engineer at Google Cloud","Big Data",30
"1868","AI/Machine Learning Engineer at Google Cloud","Data Visualization",24
"1869","AI/Machine Learning Engineer at Google Cloud","Data Analysis",27
"1870","AI/Machine Learning Engineer at Google Cloud","Accounting",7
"1871","AI/Machine Learning Engineer at Google Cloud","Financial Analysis",5
"1872","AI/Machine Learning Engineer at Google Cloud","SAS",33
"1873","AI/Machine Learning Engineer at Google Cloud","Hadoop",17
"1874","AI/Machine Learning Engineer at Google Cloud","Tableau",9
"1875","AI/Machine Learning Engineer at Google Cloud","HDFS",4
"1876","AI/Machine Learning Engineer at Google Cloud","Microsoft SQL Server",23
"1877","AI/Machine Learning Engineer at Google Cloud","PostgreSQL",6
"1878","AI/Machine Learning Engineer at Google Cloud","MongoDB",16
"1879","AI/Machine Learning Engineer at Google Cloud","Azure Machine Learning",3
"1880","AI/Machine Learning Engineer at Google Cloud","SSRS",9
"1881","AI/Machine Learning Engineer at Google Cloud","Amazon Web Services (AWS)",11
"1882","AI/Machine Learning Engineer at Google Cloud","MapReduce",3
"1883","AI/Machine Learning Engineer at Google Cloud","Microsoft Office",12
"1884","AI/Machine Learning Engineer at Google Cloud","Data Science",13
"1885","AI/Machine Learning Engineer at Google Cloud","Text Mining",20
"1886","AI/Machine Learning Engineer at Google Cloud","Apache Spark",2
"1887","AI/Machine Learning Engineer at Google Cloud","Hive",8
"1888","AI/Machine Learning Engineer at Google Cloud","Deep Learning",2
"1889","AI/Machine Learning Engineer at Google Cloud","Time Series Analysis",16
"1890","AI/Machine Learning Engineer at Google Cloud","Microsoft R Server",3
"1891","AI/Machine Learning Engineer at Google Cloud","Greenplum",2
"1892","AI/Machine Learning Engineer at Google Cloud","HAWQ",2
"1893","AI/Machine Learning Engineer at Google Cloud","ElasticSearch",1
"1894","AI/Machine Learning Engineer at Google Cloud","Pivotal",1
"1897","Data Scientist | Data Analyst","Analysis",4
"1898","Data Scientist | Data Analyst","Research",6
"1899","Data Scientist | Data Analyst","Nonprofits",10
"1900","Data Scientist | Data Analyst","Public Policy",2
"1901","Data Scientist | Data Analyst","Policy Analysis",2
"1902","Data Scientist | Data Analyst","Grant Writing",2
"1903","Data Scientist | Data Analyst","Urban Planning",3
"1904","Data Scientist | Data Analyst","Event Planning",3
"1905","Data Scientist | Data Analyst","Editing",4
"1906","Data Scientist | Data Analyst","Sustainability",2
"1908","Data Scientist | Data Analyst","Program Development",3
"1909","Data Scientist | Data Analyst","Social Media",3
"1910","Data Scientist | Data Analyst","Program Evaluation",2
"1912","Data Scientist | Data Analyst","MySQL",1
"1915","Data Scientist | Data Analyst","Community Outreach",5
"1916","Data Scientist | Data Analyst","Community Development",3
"1917","Data Scientist | Data Analyst","Fundraising",2
"1918","Data Scientist | Data Analyst","Volunteer Management",1
"1919","Data Scientist | Data Analyst","Community Organizing",2
"1920","Data Scientist | Data Analyst","Public Speaking",3
"1921","Data Scientist | Data Analyst","Grants",2
"1924","Data Scientist","Media Planning",10
"1925","Data Scientist","Digital Media",6
"1926","Data Scientist","Advertising",5
"1927","Data Scientist","Digital Strategy",4
"1928","Data Scientist","Digital Marketing",6
"1929","Data Scientist","Social Media Marketing",3
"1930","Data Scientist","Media Buying",2
"1931","Data Scientist","Mobile Marketing",2
"1932","Data Scientist","Integrated Marketing",2
"1933","Data Scientist","Machine Learning",7
"1934","Data Scientist","Data Analysis",7
"1935","Data Scientist","PowerPoint",3
"1936","Data Scientist","SQL",6
"1937","Data Scientist","Microsoft Excel",2
"1938","Data Scientist","Tableau",2
"1939","Data Scientist","Python",7
"1940","Data Scientist","R",7
"1941","Data Scientist","Amazon Web Services (AWS)",5
"1942","Data Scientist","Git",6
"1943","Data Scientist","Scrapy",5
"1944","Data Scientist","Docker",3
"1945","Data Scientist","Hadoop",4
"1947","Data Scientist","Scrapy Splash",3
"1948","Data Scientist","Natural Language Processing",6
"1949","Data Scientist","Spark",4
"1950","Cybersecurity Senior Data Scientist","R",3
"1952","Cybersecurity Senior Data Scientist","Lavastorm Analytics Engine",2
"1953","Cybersecurity Senior Data Scientist","Econometrics",1
"1954","Cybersecurity Senior Data Scientist","Statistics",1
"1955","Cybersecurity Senior Data Scientist","Economics",10
"1956","Cybersecurity Senior Data Scientist","Python",3
"1959","Cybersecurity Senior Data Scientist","Salesforce",1
"1960","Cybersecurity Senior Data Scientist","Stata",7
"1961","Cybersecurity Senior Data Scientist","Microsoft Excel",5
"1965","Cybersecurity Senior Data Scientist","Mandarin",1
"1966","Cybersecurity Senior Data Scientist","UCINET",1
"1970","Data Scientist at Capital One","Quantitative Analytics",1
"1971","Data Scientist at Capital One","Statistical Data Analysis",1
"1972","Data Scientist at Capital One","Statistics",3
"1973","Data Scientist at Capital One","Data Analysis",7
"1974","Data Scientist at Capital One","Quantitative Research",1
"1975","Data Scientist at Capital One","Research",6
"1976","Data Scientist at Capital One","Energy Audits",3
"1977","Data Scientist at Capital One","Public Policy",2
"1978","Data Scientist at Capital One","Report Writing",1
"1982","Data Scientist at Capital One","Machine Learning",1
"1988","Data Scientist at Capital One","Teaching",1
"1992","Data Scientist at Twitter","Matlab",21
"1993","Data Scientist at Twitter","Research",15
"1994","Data Scientist at Twitter","Microsoft Office",16
"1995","Data Scientist at Twitter","Data Analysis",22
"1996","Data Scientist at Twitter","Statistics",14
"1997","Data Scientist at Twitter","Machine Learning",10
"1998","Data Scientist at Twitter","Programming",5
"1999","Data Scientist at Twitter","AutoCAD",5
"2000","Data Scientist at Twitter","Python",15
"2001","Data Scientist at Twitter","R",6
"2002","Data Scientist at Twitter","Microsoft Excel",8
"2003","Data Scientist at Twitter","C++",1
"2004","Data Scientist at Twitter","Java",1
"2005","Data Scientist at Twitter","Databases",2
"2006","Data Scientist at Twitter","LaTeX",3
"2007","Data Scientist at Twitter","SQL",5
"2008","Data Scientist at Twitter","Mathematica",4
"2009","Data Scientist at Twitter","LabVIEW",1
"2010","Data Scientist at Twitter","Teaching",4
"2011","Data Scientist at Twitter","Public Speaking",3
"2012","Data Scientist at Twitter","Leadership",4
"2013","Data Scientist at Twitter","Data Science",8
"2014","Data Scientist at Twitter","Apache Spark",3
"2015","Data Scientist at PCH","Python",4
"2016","Data Scientist at PCH","R",6
"2017","Data Scientist at PCH","Machine Learning",1
"2018","Data Scientist at PCH","Data Analysis",6
"2025","Data Scientist at PCH","Data Visualization",1
"2026","Data Scientist at PCH","Data Mining",2
"2027","Data Scientist at PCH","Data Modeling",2
"2028","Data Scientist at PCH","Big Data",2
"2029","Data Scientist at PCH","SQL",6
"2030","Data Scientist at PCH","Microsoft Azure",1
"2035","Data Scientist at PCH","SAS",2
"2043","Data Scientist at PCH","Matlab",1
"2050","Data Scientist at PCH","R Shiny",1
"2053","Data Scientist at PCH","Generic Programming",1
"2054","Data Scientist at PCH","Bitbucket",1
"2060","Data Scientist at PCH","Data Science",2
"2073","Data Scientist III at Amazon. We are hiring!","Machine Learning",32
"2074","Data Scientist III at Amazon. We are hiring!","Statistics",31
"2075","Data Scientist III at Amazon. We are hiring!","Design of Experiments",12
"2076","Data Scientist III at Amazon. We are hiring!","Data Analysis",32
"2077","Data Scientist III at Amazon. We are hiring!","R&D",13
"2078","Data Scientist III at Amazon. We are hiring!","Physics",46
"2079","Data Scientist III at Amazon. We are hiring!","Characterization",29
"2080","Data Scientist III at Amazon. We are hiring!","Optics",8
"2081","Data Scientist III at Amazon. We are hiring!","Nanotechnology",21
"2082","Data Scientist III at Amazon. We are hiring!","Thin Films",27
"2083","Data Scientist III at Amazon. We are hiring!","Nanomaterials",7
"2084","Data Scientist III at Amazon. We are hiring!","SEM",7
"2085","Data Scientist III at Amazon. We are hiring!","Python",33
"2086","Data Scientist III at Amazon. We are hiring!","SQL",14
"2087","Data Scientist III at Amazon. We are hiring!","Mathematica",25
"2088","Data Scientist III at Amazon. We are hiring!","LabVIEW",20
"2090","Data Scientist III at Amazon. We are hiring!","Nanofabrication",33
"2091","Data Scientist III at Amazon. We are hiring!","Magnetics",14
"2092","Data Scientist III at Amazon. We are hiring!","JMP",4
"2093","Data Scientist III at Amazon. We are hiring!","Electron Beam Lithography",12
"2094","Data Scientist III at Amazon. We are hiring!","Photolithography",18
"2095","Data Scientist III at Amazon. We are hiring!","Sputtering",14
"2096","Data Scientist III at Amazon. We are hiring!","Microfabrication",9
"2097","Data Scientist III at Amazon. We are hiring!","Ellipsometry",6
"2098","Data Scientist III at Amazon. We are hiring!","PECVD",6
"2099","Data Scientist III at Amazon. We are hiring!","Profilometer",5
"2100","Data Scientist III at Amazon. We are hiring!","Ion Milling",4
"2101","Data Scientist III at Amazon. We are hiring!","Wet Chemical Etching",4
"2102","Data Scientist III at Amazon. We are hiring!","AFM",27
"2103","Data Scientist III at Amazon. We are hiring!","RIE",5
"2131","Data Scientist","Data Analysis",36
"2132","Data Scientist","Quantitative Research",11
"2133","Data Scientist","Exploratory Data Analysis",6
"2134","Data Scientist","Due Diligence",1
"2136","Data Scientist","Strategy",26
"2138","Data Scientist","Entrepreneurship",2
"2140","Data Scientist","Start-ups",1
"2141","Data Scientist","Analytics",2
"2143","Data Scientist","Venture Capital",2
"2144","Data Scientist","Analysis",14
"2145","Data Scientist","Python",3
"2146","Data Scientist","R",15
"2147","Data Scientist","SQL",3
"2149","Data Scientist","Time Series Analysis",1
"2154","Data Scientist","Social Network Analysis",1
"2155","Data Scientist","Business Model Innovation",1
"2156","Data Scientist","Geospatial Data",1
"2157","Data Scientist II at Novantas","Data Mining",34
"2158","Data Scientist II at Novantas","Data Analysis",34
"2159","Data Scientist II at Novantas","Python",28
"2160","Data Scientist II at Novantas","Statistics",11
"2161","Data Scientist II at Novantas","Software Project Management",6
"2162","Data Scientist II at Novantas","Requirements Analysis",7
"2163","Data Scientist II at Novantas","Algorithms",2
"2164","Data Scientist II at Novantas","Big Data",3
"2165","Data Scientist II at Novantas","R",28
"2166","Data Scientist II at Novantas","SAS",15
"2167","Data Scientist II at Novantas","Databases",19
"2168","Data Scientist II at Novantas","C++",12
"2169","Data Scientist II at Novantas","MySQL",12
"2170","Data Scientist II at Novantas","Microsoft Office",18
"2171","Data Scientist II at Novantas","C",7
"2172","Data Scientist II at Novantas","Microsoft Excel",12
"2173","Data Scientist II at Novantas","SQL",3
"2174","Data Scientist II at Novantas","Management",4
"2175","Data Scientist","Java",18
"2176","Data Scientist","Research",17
"2177","Data Scientist","Python",15
"2178","Data Scientist","Statistics",7
"2179","Data Scientist","Nonprofits",5
"2180","Data Scientist","Data Analysis",4
"2181","Data Scientist","Event Management",3
"2182","Data Scientist","Data Structures",3
"2183","Data Scientist","Non-profits",2
"2184","Data Scientist","Algorithms",2
"2185","Data Scientist","Microsoft Excel",12
"2186","Data Scientist","HTML",11
"2187","Data Scientist","Mathematica",10
"2188","Data Scientist","MySQL",9
"2189","Data Scientist","LaTeX",5
"2190","Data Scientist","C",5
"2191","Data Scientist","GIS",1
"2192","Data Scientist","Assembly Language",1
